Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV04.0T91,small car,1,19,24,21,4,No,428
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,JPRXV04.0T91,small car,1,19,24,21,4,No,430
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV04.0T91,small car,1,19,24,21,4,No,430
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,JPRXV04.0T91,small car,1,19,24,21,4,No,428
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV04.0T91,small car,1,19,24,21,4,No,428
PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,JPRXV04.0T91,small car,1,19,24,21,4,No,430
PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JPRXV04.0T91,small car,1,19,24,21,4,No,430
PORSCHE Boxster,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JPRXV02.5B82,small car,3,22,29,25,5,No,353
PORSCHE Boxster,2,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXV02.5B82,small car,3,22,29,25,5,No,353
PORSCHE Boxster,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JPRXV02.5B82,small car,3,21,28,24,5,No,369
PORSCHE Boxster,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXV02.5B82,small car,3,21,28,24,5,No,369
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JPRXV02.5B82,small car,3,21,28,24,5,No,372
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXV02.5B82,small car,3,21,28,24,5,No,372
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JPRXV02.5B82,small car,3,20,26,22,4,No,401
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXV02.5B82,small car,3,20,26,22,4,No,401
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXT03.6MCS,standard SUV,3,16,23,19,3,No,476
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JPRXT03.6MCS,standard SUV,3,16,23,19,3,No,476
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXT03.6MCS,standard SUV,3,17,24,20,4,No,452
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JPRXT03.6MCS,standard SUV,3,17,24,20,4,No,452
PORSCHE Macan,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXT02.0MR4,small SUV,3,20,25,22,4,No,399
PORSCHE Macan,2,4,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,JPRXT02.0MR4,small SUV,3,20,25,22,4,No,399
PORSCHE Macan GTS,3,6,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXT03.6MCS,small SUV,3,17,23,19,3,No,461
PORSCHE Macan GTS,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,JPRXT03.6MCS,small SUV,3,17,23,19,3,No,461
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXT03.6MCS,small SUV,3,17,23,19,3,No,459
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,JPRXT03.6MCS,small SUV,3,17,23,19,3,No,459
PORSCHE Panamera,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JPRXV03.0PV6,large car,5,21,28,24,5,No,369
PORSCHE Panamera,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JPRXV03.0PV6,large car,5,21,28,24,5,No,369
PORSCHE Panamera 4,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JPRXV03.0PV6,large car,5,21,27,23,5,No,378
PORSCHE Panamera 4,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JPRXV03.0PV6,large car,5,21,27,23,5,No,378
PORSCHE Panamera 4 Executive,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JPRXV03.0PV6,large car,5,21,27,23,5,No,378
PORSCHE Panamera 4 Executive,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JPRXV03.0PV6,large car,5,21,27,23,5,No,378
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JPRXV03.0PV6,large car,5,21,28,23,5,No,378
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JPRXV03.0PV6,large car,5,21,28,23,5,No,378
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JPRXV03.0PV6,large car,5,21,28,23,5,No,378
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JPRXV03.0PV6,large car,5,21,28,23,5,No,378
PORSCHE Panamera Turbo,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo Executive,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo Executive,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JPRXV04.0PV8,large car,3,18,25,21,4,No,420
RAM 1500,5.7,8,Auto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT05.75P2,pickup,3,13,18,14,1,No,614
RAM 1500,5.7,8,Auto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT05.75P2,pickup,3,13,18,14,1,No,614
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT05.75P2,pickup,3,15,22,17,3,No,513
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT05.75P2,pickup,3,15,22,17,3,No,513
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT05.75P2,pickup,3,15,21,17,3,No,527
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT05.75P2,pickup,3,15,21,17,3,No,527
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT02.45P0,special purpose,3,21,28,24,5,No,374
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JCRXT02.45P0,special purpose,3,21,28,24,5,No,374
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,small SUV,7,23,29,25,5,No,353
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,small SUV,6,23,29,25,5,No,353
SUBARU Crosstrek,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,small SUV,7,27,33,29,6,No,301
SUBARU Crosstrek,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,small SUV,6,27,33,29,6,No,301
SUBARU Forester,2,4,SCV-8,4WD,Gasoline,CA,L2,California LEV-II LEV,JFJXJ02.0FPT,small SUV,1,23,27,25,5,No,359
SUBARU Forester,2,4,SCV-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JFJXJ02.0FPT,small SUV,1,23,27,25,5,No,359
SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.5HRV,small SUV,7,22,28,24,5,No,368
SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFJXJ02.5HRV,small SUV,5,22,28,24,5,No,368
SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.5HRV,small SUV,7,26,32,28,6,No,315
SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFJXJ02.5HRV,small SUV,5,26,32,28,6,No,315
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,midsize car,7,24,32,27,6,No,331
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,midsize car,6,24,32,27,6,No,331
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,station wagon,6,24,31,26,5,No,335
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,midsize car,7,28,38,32,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,station wagon,7,28,37,31,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,midsize car,6,28,38,32,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,station wagon,6,28,37,31,7,Yes,282
SUBARU Impreza Sport,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,midsize car,7,23,31,26,5,No,337
SUBARU Impreza Sport,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,station wagon,7,22,30,25,5,No,351
SUBARU Impreza Sport,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,midsize car,6,23,31,26,5,No,337
SUBARU Impreza Sport,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,station wagon,6,22,30,25,5,No,351
SUBARU Impreza Sport,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,midsize car,7,27,36,30,7,Yes,291
SUBARU Impreza Sport,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.0BUY,station wagon,7,27,35,30,7,Yes,292
SUBARU Impreza Sport,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,midsize car,6,27,36,30,7,Yes,291
SUBARU Impreza Sport,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,JFJXJ02.0BUY,station wagon,6,27,35,30,7,Yes,292
SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.5HRV,midsize car,7,25,34,29,6,No,311
SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFJXJ02.5HRV,midsize car,5,25,34,29,6,No,311
SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFJXJ03.6KTX,midsize car,3,20,28,23,5,No,387
SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFJXJ03.6KTX,midsize car,3,20,28,23,5,No,387
SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFJXJ02.5HRV,small SUV,7,25,32,28,6,No,320
SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFJXJ02.5HRV,small SUV,5,25,32,28,6,No,320
SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFJXJ03.6KTX,small SUV,3,20,27,22,4,No,398
SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFJXJ03.6KTX,small SUV,3,20,27,22,4,No,398
SUBARU WRX,2,4,Man-6,4WD,Gasoline,CA,L2,California LEV-II LEV,JFJXJ02.0FPT,small car,1,21,27,23,5,No,383
SUBARU WRX,2,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JFJXJ02.0FPT,small car,1,21,27,23,5,No,383
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,CA,L2,California LEV-II LEV,JFJXJ02.0FPT,small car,1,18,24,21,4,No,420
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JFJXJ02.0FPT,small car,1,18,24,21,4,No,420
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,CA,L2,California LEV-II LEV,JFJXV02.5PHU,small car,1,17,22,19,3,No,471
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JFJXV02.5PHU,small car,1,17,22,19,3,No,471
TOYOTA 4Runner,4,6,SemiAuto-5,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT04.0B6S,standard SUV,3,17,21,18,3,No,479
TOYOTA 4Runner,4,6,SemiAuto-5,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT04.0B6S,standard SUV,3,17,21,18,3,No,479
TOYOTA 4Runner,4,6,SemiAuto-5,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT04.0B6S,standard SUV,3,17,20,18,3,No,491
TOYOTA 4Runner,4,6,SemiAuto-5,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT04.0B6S,standard SUV,3,17,20,18,3,No,491
TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXV03.5B6C,midsize car,3,21,30,24,5,No,366
TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXV03.5B6C,midsize car,3,21,30,24,5,No,366
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV02.5P34,midsize car,7,40,39,40,9,Yes,223
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV02.5P34,midsize car,7,40,39,40,9,Yes,223
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JTYXV02.0K6B,small car,3,27,31,29,6,No,305
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXV02.0K6B,small car,3,27,31,29,6,No,305
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV02.5P3A,midsize car,7,29,41,34,8,Yes,264
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV02.5P3A,midsize car,7,29,41,34,8,Yes,264
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV03.5M5B,midsize car,5,22,33,26,5,No,338
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV03.5M5B,midsize car,5,22,33,26,5,No,338
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV02.5P35,midsize car,7,51,53,52,10,Elite,170
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV02.5P35,midsize car,7,51,53,52,10,Elite,170
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV02.5P33,midsize car,7,44,47,46,10,Elite,195
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV02.5P33,midsize car,7,44,47,46,10,Elite,195
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,277
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,277
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,274
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,274
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV03.5M5B,midsize car,5,22,32,26,5,No,345
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV03.5M5B,midsize car,5,22,32,26,5,No,345
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXV01.8B6A,midsize car,3,28,36,32,7,Yes,281
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXV01.8B6A,midsize car,3,28,36,32,7,Yes,281
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXV01.8B6A,midsize car,3,27,35,30,7,Yes,289
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXV01.8B6A,midsize car,3,27,35,30,7,Yes,289
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXV01.8B6A,midsize car,3,28,35,31,7,Yes,286
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXV01.8B6A,midsize car,3,28,35,31,7,Yes,286
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV01.8M5B,midsize car,5,29,38,33,8,Yes,271
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV01.8M5B,midsize car,5,30,40,34,8,Yes,263
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV01.8M5B,midsize car,5,29,38,33,8,Yes,271
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV01.8M5B,midsize car,5,30,40,34,8,Yes,263
TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV01.8M5B,midsize car,5,27,35,30,7,Yes,297
TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV01.8M5B,midsize car,5,27,35,30,7,Yes,297
TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV01.8M5B,midsize car,5,28,36,31,7,Yes,283
TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV01.8M5B,midsize car,5,28,36,31,7,Yes,283
TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT05.7B6Y,standard SUV,3,13,18,15,2,No,595
TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT05.7B6Y,standard SUV,3,13,18,15,2,No,595
TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV01.5P34,small car,7,48,43,46,10,Elite,193
TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV01.5P34,small car,7,48,43,46,10,Elite,193
TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT02.5B6H,small SUV,3,23,29,25,5,No,349
TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT02.5B6H,small SUV,3,23,29,25,5,No,349
TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT02.5B6H,small SUV,3,22,28,25,5,No,357
TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT02.5B6H,small SUV,3,22,28,25,5,No,357
TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXT02.5P3M,small SUV,7,34,30,32,7,Yes,275
TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXT02.5P3M,small SUV,7,34,30,32,7,Yes,275
TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT02.5B6H,small SUV,3,23,30,26,5,No,338
TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT02.5B6H,small SUV,3,23,30,26,5,No,338
TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT02.5B6H,small SUV,3,22,28,24,5,No,363
TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT02.5B6H,small SUV,3,22,28,24,5,No,363
TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXT05.7M5W,standard SUV,5,13,17,15,2,No,607
TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXT05.7M5W,standard SUV,5,13,17,15,2,No,607
TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXT05.7M5W,standard SUV,5,13,17,14,1,No,614
TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXT05.7M5W,standard SUV,5,13,17,14,1,No,614
TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,JTYXT05.7M58,standard SUV,5,9/13,13/17,10/14,1,No,594/614
TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,JTYXT05.7M58,standard SUV,5,9/13,13/17,10/14,1,No,594/614
TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT04.6B6W,pickup,3,15,19,16,2,No,554
TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT04.6B6W,pickup,3,15,19,16,2,No,554
TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT04.6B6W,pickup,3,14,18,16,2,No,568
TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT04.6B6W,pickup,3,14,18,16,2,No,568
TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXT05.7M5W,pickup,5,13,18,15,2,No,592
TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXT05.7M5W,pickup,5,13,18,15,2,No,592
TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXT05.7M5W,pickup,5,13,17,14,1,No,615
TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXT05.7M5W,pickup,5,13,17,14,1,No,615
TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,JTYXT05.7M58,pickup,5,9/13,12/17,10/15,2,No,623/604
TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,JTYXT05.7M58,pickup,5,9/13,12/17,10/15,2,No,623/604
TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXV01.5B6B,small car,3,30,35,32,7,Yes,278
TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXV01.5B6B,small car,3,30,35,32,7,Yes,278
