Name,Symbol,LastSale,MarketCapLabel,MarketCapAmount,IPOyear,Sector,industry,Summary Quote
"The Habit Restaurants, Inc.",HABT,32.26,$814.65M,814650000,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt
"The Hackett Group, Inc.",HCKT,7.93,$231.55M,231550000,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt
"The Hain Celestial Group, Inc.",HAIN,62.12,$6.32B,6320000000,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain
"The Herzfeld Caribbean Basin Fund, Inc.",CUBA,8.94,$49.79M,49790000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
The Intergroup Corporation,INTG,19.6,$46.71M,46710000,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg
The Joint Corp.,JYNT,7.19,$69.92M,69920000,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt
The KEYW Holding Corporation,KEYW,8.77,$329.67M,329670000,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw
The Madison Square Garden Company,MSG,78.53,$6.03B,6030000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msg
The Medicines Company,MDCO,28.46,$1.86B,1860000000,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco
"The Michaels Companies, Inc.",MIK,27.84,$5.69B,5690000000,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik
The Middleby Corporation,MIDD,109,$6.24B,6240000000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
"The NASDAQ OMX Group, Inc.",NDAQ,50.94,$8.6B,8600000000,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ndaq
"The Navigators Group, Inc.",NAVG,72.62,$1.04B,1040000000,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg
"The Pantry, Inc.",PTRY,36.69,$862.38M,862380000,1999,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ptry
The Priceline Group Inc.,PCLN,1216.23,$63.68B,63680000000,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln
The Providence Service Corporation,PRSC,40.65,$644.44M,644440000,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc
The Spectranetics Corporation,SPNC,33.78,$1.42B,1420000000,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc
"The Ultimate Software Group, Inc.",ULTI,168.88,$4.79B,4790000000,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
The York Water Company,YORW,23.07,$295.51M,295510000,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw
The9 Limited,NCTY,1.49,$34.49M,34490000,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty
"Theravance Biopharma, Inc.",TBPH,19.52,$629.1M,629100000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph
"Theravance, Inc.",THRX,18.22,$2.1B,2100000000,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thrx
"TheStreet, Inc.",TST,2.02,$69.6M,69600000,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst
"THL Credit, Inc.",TCRD,11.9,$403.47M,403470000,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd
Thoratec Corporation,THOR,40.5,$2.23B,2230000000,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/thor
"Threshold Pharmaceuticals, Inc.",THLD,4.35,$272.96M,272960000,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thld
"THT Heat Transfer Technology, Inc.",THTI,1.04,$21.27M,21270000,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/thti
TICC Capital Corp.,TICC,7.61,$459.32M,459320000,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc
TigerLogic Corporation,TIGR,0.35,$10.83M,10830000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tigr
"Tile Shop Hldgs, Inc.",TTS,11.1,$569.59M,569590000,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts
"Timberland Bancorp, Inc.",TSBK,10.7,$75.46M,75460000,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk
Tiptree Financial Inc.,TIPT,7.1,$295.36M,295360000,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/tipt
Titan Machinery Inc.,TITN,14.89,$318.81M,318810000,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn
TiVo Inc.,TIVO,10.83,$1.11B,1110000000,1999,Consumer Services,Television Services,http://www.nasdaq.com/symbol/tivo
"Tobira Therapeutics, Inc.",TBRA,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tbra
"Tokai Pharmaceuticals, Inc.",TKAI,14.49,$324.31M,324310000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tkai
Tonix Pharmaceuticals Holding Corp.,TNXP,6.25,$98.16M,98160000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp
"Top Image Systems, Ltd.",TISA,3.12,$55.58M,55580000,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa
TOP Ships Inc.,TOPS,1.18,$22.38M,22380000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops
TOR Minerals International Inc,TORM          ,7.21,$21.73M,21730000,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm          
"Torchlight Energy Resources, Inc.",TRCH,0.513,$11.9M,11900000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch
Tornier N.V.,TRNX,25.65,$1.25B,1250000000,2011,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/trnx
Tower Semiconductor Ltd.,TSEM,13.69,$872.1M,872100000,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem
Towerstream Corporation,TWER,2.3,$153.3M,153300000,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/twer
"Town Sports International Holdings, Inc.",CLUB,7.01,$170.32M,170320000,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club
Towne Bank,TOWN,15.63,$552M,552000000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town
"TRACON Pharmaceuticals, Inc.",TCON,10.14,$122.62M,122620000,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon
Tractor Supply Company,TSCO,88.12,$11.98B,11980000000,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco
"Trade Street Residential, Inc.",TSRE,7.95,$291.75M,291750000,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tsre
Trans World Entertainment Corp.,TWMC,3.67,$115.45M,115450000,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc
TransAct Technologies Incorporated,TACT,6.61,$54.34M,54340000,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact
"Transcat, Inc.",TRNS,9.25,$63.23M,63230000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns
"Transgenomic, Inc.",TBIO,2.54,$21.04M,21040000,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/tbio
Transglobe Energy Corp,TGA,3.03,$228.04M,228040000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga
"Transition Therapeutics, Inc.",TTHI,7.05,$248.98M,248980000,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/tthi
Travelzoo Inc.,TZOO,9.68,$142.59M,142590000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo
"Trevena, Inc.",TRVN,5.44,$213.42M,213420000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn
TriCo Bancshares,TCBK,24.47,$555.84M,555840000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk
Trillium Therapeutics Inc.,TRIL,13.57,$58.09M,58090000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril
TriMas Corporation,TRS,30,$1.36B,1360000000,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs
Trimble Navigation Limited,TRMB,26.53,$6.87B,6870000000,1990,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb
Trinity Biotech plc,TRIB,17.82,$411.18M,411180000,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib
"TripAdvisor, Inc.",TRIP,88.78,$11.55B,11550000000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip
"TriState Capital Holdings, Inc.",TSC,9.92,$284.83M,284830000,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc
"Triumph Bancorp, Inc.",TBK,12.98,$233.17M,233170000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk
"TriVascular Technologies, Inc.",TRIV,10.51,$214.08M,214080000,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/triv
"TrovaGene, Inc.",TROV,5.01,$120.84M,120840000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov
"TrovaGene, Inc.",TROVU,15.82,n/a,0,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trovu
"TrovaGene, Inc.",TROVW,3.94,n/a,0,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trovw
"TrueCar, Inc.",TRUE,17.95,$1.42B,1420000000,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/true
"Truett-Hurst, Inc.",THST,2.82,$10.85M,10850000,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst
TrustCo Bank Corp NY,TRST,6.7,$635.78M,635780000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trst
Trustmark Corporation,TRMK,23.33,$1.57B,1570000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk
"TSR, Inc.",TSRI,4.1147,$8.07M,8070000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri
"TTM Technologies, Inc.",TTMI,8.75,$729.27M,729270000,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi
"TubeMogul, Inc.",TUBE,15.99,$476.38M,476380000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tube
Tucows Inc.,TCX,18.44,$208.92M,208920000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx
Tuesday Morning Corp.,TUES,19.46,$853.21M,853210000,1999,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tues
Tuniu Corporation,TOUR,15.03,$729.75M,729750000,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour
Turtle Beach Corporation,HEAR,2.57,$108.01M,108010000,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear
"Twenty-First Century Fox, Inc.",FOX,34.275,$72.87B,72870000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox
"Twenty-First Century Fox, Inc.",FOXA,35.3,$46.86B,46860000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa
"Twin Disc, Incorporated",TWIN,17.43,$196.7M,196700000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin
Two River Bancorp,TRCB,8.57,$68M,68000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb
"U S Concrete, Inc.",USCR,29.7,$415.2M,415200000,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/uscr
"U.S. Auto Parts Network, Inc.",PRTS,2.79,$93.64M,93640000,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prts
U.S. Energy Corp.,USEG,1.42,$39.63M,39630000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/useg
"U.S. Global Investors, Inc.",GROW,3.345,$51.46M,51460000,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow
"UBIC, Inc.",UBIC,18.9699,$335.87M,335870000,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/ubic
"Ubiquiti Networks, Inc.",UBNT,31.36,$2.76B,2760000000,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
"UFP Technologies, Inc.",UFPT,23.36,$164.84M,164840000,1993,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/ufpt
"Ulta Salon, Cosmetics & Fragrance, Inc.",ULTA,138,$8.88B,8880000000,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ulta
"Ultra Clean Holdings, Inc.",UCTT,8.41,$248.37M,248370000,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/uctt
Ultragenyx Pharmaceutical Inc.,RARE,55.57,$1.97B,1970000000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare
Ultralife Corporation,ULBI,3.722,$64.75M,64750000,1992,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ulbi
Ultrapetrol (Bahamas) Limited,ULTR,1.72,$242.05M,242050000,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ultr
"Ultratech, Inc.",UTEK,17.06,$482.31M,482310000,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/utek
UMB Financial Corporation,UMBF,52.2,$2.37B,2370000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf
Umpqua Holdings Corporation,UMPQ,16.72,$3.63B,3630000000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq
Unico American Corporation,UNAM,11.85,$63.29M,63290000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam
Unilife Corporation,UNIS,3.97,$511.47M,511470000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/unis
Union Bankshares Corporation,UBSH,21.5,$977.26M,977260000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh
"Union Bankshares, Inc.",UNB,24.56,$109.5M,109500000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb
"Uni-Pixel, Inc.",UNXL,5.12,$63.24M,63240000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/unxl
uniQure N.V.,QURE,19.27,$343.79M,343790000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure
"United Bancorp, Inc.",UBCP,7.95,$42.73M,42730000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp
"United Bancshares, Inc.",UBOH,14.92,$50.25M,50250000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh
"United Bankshares, Inc.",UBSI,36.9,$2.55B,2550000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi
United Community Bancorp,UCBA,12.17,$56.4M,56400000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba
"United Community Banks, Inc.",UCBI,19.01,$1.15B,1150000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi
United Community Financial Corp.,UCFC,5.26,$261.36M,261360000,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc
United Development Funding IV,UDF,16.57,$507.38M,507380000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udf
"United Financial Bancorp, Inc.",UBNK,12.61,$644.03M,644030000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubnk
"United Fire Group, Inc",UFCS,29.12,$729.37M,729370000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ufcs
United Insurance Holdings Corp.,UIHC,22.97,$480.19M,480190000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc
"United Natural Foods, Inc.",UNFI,80.855,$4.04B,4040000000,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi
"United Online, Inc.",UNTD,15.91,$226.51M,226510000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/untd
United Security Bancshares,UBFO,5.05,$78.68M,78680000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo
"United Security Bancshares, Inc.",USBI,8.28,$49.96M,49960000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usbi
"United States Lime & Minerals, Inc.",USLM,68.99,$384.8M,384800000,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uslm
United Stationers Inc.,USTR,40.85,$1.59B,1590000000,1981,Consumer Services,Paper,http://www.nasdaq.com/symbol/ustr
United Therapeutics Corporation,UTHR,156.01,$7.41B,7410000000,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr
"United-Guardian, Inc.",UG,20.5,$94.23M,94230000,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ug
"Unity Bancorp, Inc.",UNTY,9.36,$78.42M,78420000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty
Universal Display Corporation,OLED,35.94,$1.64B,1640000000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled
Universal Electronics Inc.,UEIC,57.51,$908.44M,908440000,1993,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ueic
"Universal Forest Products, Inc.",UFPI,52.9,$1.06B,1060000000,1993,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/ufpi
"Universal Stainless & Alloy Products, Inc.",USAP,23.98,$169.59M,169590000,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/usap
"Universal Truckload Services, Inc.",UACL,24.87,$745.32M,745320000,2005,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/uacl
Univest Corporation of Pennsylvania,UVSP,19.04,$308.73M,308730000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp
"Unwired Planet, Inc.",UPIP,0.77,$86.33M,86330000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upip
"Upland Software, Inc.",UPLD,7.14,$108.59M,108590000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upld
"Uranium Resources, Inc.",URRE,1.87,$47.16M,47160000,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urre
"Urban Outfitters, Inc.",URBN,38.34,$5.05B,5050000000,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn
"Uroplasty, Inc.",UPI,1.33,$29.45M,29450000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/upi
"US Ecology, Inc.",ECOL,46.55,$1.01B,1010000000,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol
"USA Technologies, Inc.",USAT,2.22,$79.29M,79290000,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usat
"USA Technologies, Inc.",USATP,19.2899,$8.59M,8590000,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usatp
"USA Truck, Inc.",USAK,31.31,$329.74M,329740000,1992,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/usak
"USMD Holdings, Inc.",USMD,13.31,$135.51M,135510000,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/usmd
"Utah Medical Products, Inc.",UTMD,58.56,$219.24M,219240000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd
UTi Worldwide Inc.,UTIW,12.48,$1.32B,1320000000,2000,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/utiw
UTStarcom Holdings Corp,UTSI,2.81,$111.78M,111780000,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/utsi
Validea Market Legends ETF,VALX,26.07,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/valx
Valley Financial Corporation,VYFC,19.67,$94.89M,94890000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/vyfc
Valley National Bancorp,VLYWW,0.0501,n/a,0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vlyww
"Value Line, Inc.",VALU,15.74,$154.45M,154450000,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu
Vanda Pharmaceuticals Inc.,VNDA,11.43,$453.21M,453210000,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vnda
Vanguard Emerging Markets Government Bond ETF,VWOB,77.02,$200.25M,200250000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vwob
Vanguard Global ex-U.S. Real Estate ETF,VNQI,57.01,$2.26B,2260000000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vnqi
Vanguard Intermediate-Term Corporate Bond Index Fund,VCIT,87.17,$4.07B,4070000000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcit
Vanguard Intermediate-Term Government Bond Index Fund,VGIT,64.618,$174.47M,174470000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgit
Vanguard Long-Term Corporate Bond ETF,VCLT,92.59,$907.38M,907380000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vclt
Vanguard Long-Term Government Bond ETF,VGLT,77.98,$132.57M,132570000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vglt
Vanguard Mortgage-Backed Securities ETF,VMBS,53.11,$557.66M,557660000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmbs
Vanguard Natural Resources LLC,VNR,17.28,$1.44B,1440000000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnr
Vanguard Natural Resources LLC,VNRAP,24.52,n/a,0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnrap
Vanguard Natural Resources LLC,VNRBP,22.14,$154.98M,154980000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnrbp
