id,name,country,status,formed_in,genre,theme,active
36748,Remain Nameless,Germany,Split-up,2005,Death/Thrash Metal/Metalcore,N/A,2005-?
36749,Remnants of Camulos,United States,Active,2010,Melodic Death/Thrash Metal/Metalcore,N/A,2010-present
36750,Requiem,Spain,Split-up,1991,Death/Thrash Metal/Grindcore,N/A,1991-?
36751,Resistant Culture,United States,Unknown,2003,Grindcore/Crust Punk/Death Metal,Anarchism| Environmentalism| Politics| Native American Rights,1986-2003 (as Resistant Militia)| 2003-?
36752,Respawned,Germany,Split-up,2001,Thrash/Death Metal/Metalcore,N/A,2001-?
36753,Rest of All,Turkey,Active,2006,Melodic Death/Thrash Metal/Metalcore,N/A,2006-present
36754,Resurrection of Hate,Germany,Changed name,2005,Melodic Death/Thrash Metal/Metalcore,Politics| Society| Religion,2005-2007| 2007-present (as Beast War Returns)
36755,Retaguardia,Spain,Active,N/A,Death/Thrash Metal/RAC,N/A,N/A
36756,Revelations of Doom,United States,Split-up,2004,Black/Death/Thrash Metal| Grindcore| Crust,Satan| Horror| Gore,2004-2005
36757,Revenance,United Kingdom,Split-up,2005,Thrash/Death Metal/Metalcore,Anger| Hate,2005-2008
36758,Revolting Breed,Greece,Split-up,2004,Thrash/Death Metal/Hardcore,Revolution| Society| Politics| War,2004-?
36759,Rifftera,Finland,Active,2010,Alternative/Melodic Death/Thrash Metal,N/A,2010-present
36760,Rigor Mortis,Germany,Split-up,N/A,Death/Thrash Metal/Grindcore,N/A,N/A
36761,Ripped Off Face,United States,Split-up,2006,Death/Thrash Metal/Metalcore,Society,2006-2008
36762,Rise in Rage,Belarus,Active,2009,Groove/Death Metal/Metalcore,N/A,2009-present
36763,Roach,Sweden,On hold,N/A,Groove/Death Metal/Metalcore,N/A,N/A
36764,Rotten Angel,Brazil,Split-up,1990,Black/Death Metal/Grindcore,Satanism,1990-1992| 1992-2000 (as Rotten Anger)
36765,Rotten Ruins,Germany,Split-up,2002,Black/Death Metal/Grindcore,Violence| Brutality...and Bees,2002-2006
36766,Rotting Tramp,United Kingdom,Split-up,2002,Sludge/Death Metal/Grindcore,N/A,2002-?
36767,Rötschreck,United Kingdom,Split-up,1996,Death/Thrash/Doom Metal/Hardcore,N/A,1996-2002
36768,Sa-da-ko,United Kingdom,On hold,2007,Melodic Death/Groove Metal/Metalcore,N/A,2007-present
36769,Sabbagor,South Africa,Active,2010,Black/Death Metal/Crust,Supremacy| Anti-religious| Death,2010-present
36770,Sabhankra,Turkey,Active,2001,Melodic Death/Thrash Metal with Folk influences,Epic,2000-2001 (as Constantinopolis)| 2001-present
36771,Sacramental Fusion,United States,Split-up,2004,Thrash/Doom/Death/Sludge/Heavy Metal,Death| Biowarfare| Weed,2004-?
36772,Sacrificer,United States,Active,2015,Black/Death Metal/Deathcore,N/A,2015-present
36773,Sadist,Germany,Split-up,1984,Thrash/Death Metal/Grindcore,Black Magic| Satanism| Evil| Darkness| Death| Fun,1984-?
36774,Saint Shelter,Germany,Active,2007,Death/Thrash Metal/Metalcore,N/A,2007-present
36775,Salvation,Poland,Split-up,N/A,Death/Thrash Metal/Hardcore,N/A,N/A
36776,Salvator,Austria,Active,2003,Progressive/Melodic Death/Pagan Metal,N/A,2003-present
36777,Sammath Naur,Poland,Active,1999,Avant-garde Black/Death Metal,Death| War| Evil,1999-present
36778,Sanctum,United States,Split-up,2004,Thrash/Death Metal/Crustcore,War,2004-?
36779,Sangüaza,Mexico,Active,2004,Avant-garde/Death Metal/Grindcore,N/A,2004-present
36780,Santa Sangre,Chile,Active,1998,Death/Thrash| Doom/Gothic Metal,N/A,1998-present
36781,Sarcoma,Ecuador,Active,2003,Death/Groove Metal/Grindcore,N/A,2003-present
36782,Sarcoom,Netherlands,Split-up,1992,Doom/Death Metal/Grindcore,N/A,1989-1992 (as Requested Sufferings)| 1992-?
36783,Sardonic Wrath,United States,Active,2012,Black/Death/Doom Metal| Ambient,Occultism| Satanism| Lycanthropy,2012-present
36784,Sata,United Kingdom,Unknown,2002,Gothic/Death Metal/Grindcore,N/A,2002-?
36785,Satanic Grounds,United States,Split-up,2004,Death/Black Metal/Grindcore,Death,2004-?
36786,Scalp Hunter,United States,Unknown,2007,Death/Doom Metal/Crustcore,Hatred of Humanity,2007-?
36787,Scapegoat,United States,Changed name,1998,Death/Thrash Metal/Hardcore,N/A,1998-2000| 2000-2002 (as Shoot the Hostage)| 2002-present (as Wings of Scarlet)
36788,Scapegoats,Switzerland,Split-up,2000,Black/Death Metal/Metalcore,N/A,2000-?
36789,Scar of the Sun,Greece,Active,2004,Gothic/Doom Metal with Death Influences,Tragedy| Literature,2004-present
36790,Scarm,Finland,Active,2007,Melodic Death Metal (early)| Metalcore (later),N/A,2007-present
36791,Scars of Suicide,Germany,Changed name,2005,Death/Thrash Metal/Metalcore,N/A,2005-2008| 2008-2009 (as Second Relapse)
36792,Scheitan,Sweden,Split-up,1996,Black Metal (early)| Death 'n' Roll (later),Paganism| Fantasy| War| Legends,1996-?
36793,Schiztome,United Kingdom,Split-up,2000,Thrash/Death Metal/Hardcore,N/A,2000-?
36794,Schnauzer,United States,On hold,1988,Death/Thrash Metal/Grindcore,N/A,1988-2015
36795,Scorched by the Flaming Goat,Chile,Active,2012,Symphonic/Blackened Death Metal/Deathcore,introspection| dark science| atheism.,2012-present
36796,Scorn Harvest,Switzerland,Split-up,2009,Thrash/Death Metal/Metalcore,N/A,2009-2011
36797,Scorned,Germany,Active,2004,Thrash/Death Metal/Metalcore,N/A,2004-present
36798,Scrap Metal Casket,United States,Active,2005,Death/Thrash Metal/Metalcore,N/A,2005-present
36799,Scratched Surface,Germany,Active,2004,Death/Thrash Metal/Metalcore,N/A,2004-present
36800,Scum,International,On hold,2002,Black/Death Metal/Punk,Death| Politics| Hatred,2002-present
36801,Seared,United States,Unknown,2002,Melodic Death Metal (early) Metalcore (later),N/A,2002-?
36802,Seasick,Germany,Active,1994,Hardcore Punk/Grindcore/Death/Thrash Metal,N/A,1994-present
36803,Seker,United States,Changed name,2008,Technical/Progressive Death Metal/Deathcore,Nature| Philosophy| Religion| Sci-fi,2008-2014| 2014-present (as Aethereus)
36804,Semerandum,Germany,Split-up,N/A,Death/Doom Metal/Metalcore,N/A,N/A
36805,Sense of a Divination,Switzerland,Split-up,2003,Death/Thrash Metal/Deathcore,N/A,2003-2011| 2005-2006 (as Dreary Pain)| 2006-2011
36806,Sentenced to Die,United States,Active,2004,Thrash/Death Metal/Grindcore,N/A,2003-2004 (as Earth Dies Screaming)| 2004-present
36807,Seol,Argentina,Split-up,1997,Doom/Death Metal with Ambient Influences,Depression| Suffering,1997-?
36808,Sephirah,Italy,Split-up,2010,Black/Death Metal with Grindcore influences,Occultism,2010-2013
36809,Septic Tank,United Kingdom,On hold,1994,Thrash/Death Metal/Hardcore,Social| Ecological,1994| 2012-present
36810,Septic Tomb,United States,Unknown,2008,Doom/Death Metal/Goregrind,Evil| Darkness| Violence| Hatred,2008-?
36811,Sepulchre,Canada,Split-up,2008,Death/Black Metal/Crust,Dread| Despair| Death,2008-2012
36812,Sequence,Canada,Active,2002,Avant-garde Progressive Black/Death Metal,Egypt| Ancient History,2002-present
36813,Seren,United States,Active,2011,Black/Death Metal/Metalcore,N/A,2011-present
36814,Serenity in Murder,Japan,Active,2009,Symphonic/Melodic Black/Death Metal,Darkness,2009-present
36815,Serenity in Silence,Canada,Split-up,1998,Progressive/Death Metal/Metalcore,N/A,1998-?
36816,Serious Grind,United States,Split-up,2003,Black/Death Metal/Grindcore,Sex| Weed| Porn| Death| Violence| Humor,2003-?
36817,Serpent Eater,Germany,Active,2011,Sludge/Black/Death Metal/Crust,Psychic deformation| Despair| Misanthropy,2011-present
36818,Sethnefer,Germany,Active,2001,Melodic Doom Metal/Death 'n' Roll,N/A,2001-present
36819,Seventh Circle,Belgium,Active,2013,Black/Death Metal/Grindcore/Crust,N/A,2013-present
36820,Seventh Siren,Germany,Split-up,2005,Thrash/Death Metal/Metalcore,N/A,2005-?
36821,Severed Fate,United Kingdom,Active,2005,Groove/Death Metal/Metalcore,N/A,2005-present
36822,Severed Head Sarcophagus,United States,Split-up,2007,Black/Death Metal/Grindcore,N/A,2007-2011
36823,Sexual Predator,Unknown,Active,2014,Black/Death Metal/Grindcore,Serial Killers| Mass Murder| Sexual Predators| Mental disorders,2014-present
36824,Shadar Logoth,United States,Active,2003,Atmospheric/Melodic Black/Death Metal,N/A,2003-present
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Inner Struggles| Society| Positive| Unity,1995-present
36826,Shadows in Heaven,Italy,Active,2006,Thrash/Death Metal/Metalcore,N/A,2006-present
36827,Shagnum,Australia,Active,1995,Sludge/Death Metal/Grindcore,N/A,1995-present
36828,Shambless,Bulgaria,Active,1997,Atmospheric/Folk Death/Black Metal,Elfish mythology,1997-2004 (as Shambles)| 2004-present
36829,Shatter,Germany,Active,1996,Death/Thrash Metal/Hardcore,N/A,1996-present
36830,Shattered Remains,Germany,Active,2004,Death/Thrash Metal/Metalcore,N/A,2004-present
36831,Shining Void,Italy,Unknown,2008,Metalcore| Melodic Death/Thrash Metal,Feelings| Death| Inner Struggle,2008-?
36832,Shit,International,Active,2009,Death/Black Metal/Crust,Apocalypse| Misanthropy,2009-present
36833,Shitbear,United States,Active,2011,Death/Thrash Metal/Grindcore,Death| Burning Christians| Necrophilia| Rape| Abortions| Shitbear,2011-2013| 2015-present
36834,Shitfucker,United States,Active,2005,Black/Death/Thrash Metal with Punk Influences,Death| Darkness| Satan| Sex,2005-present
36835,Shitshifter,Germany,Active,2012,Death/Sludge Metal/Hardcore,N/A,2012-present
36836,Shitty Fucker,United States,Active,2009,Death/Thrash Metal/Grindcore,Fecal Matter| Fornication,2009-2011| 2013-present
36837,Short Bus Pile Up,United States,Active,2005,Deathcore (early)| Brutal Death Metal (later),Gore| Depravity| Sick Humour| Perversion,2005-present
36838,Shot,Spain,Active,2014,Melodic Death/Groove Metal| Metalcore,Death| Blood| Pain| Emotions| Manipulation,2014-present
36839,Shraphead,Norway,Active,2004,Melodic Death/Thrash Metal/Metalcore,Life| Society,2004-present
36840,Siafu,United States,Active,2009,Death/Groove Metal/Hardcore,Ancient Civillizations| Prehistoric Themes| Drugs,1996-2009 (as Unhallowed)| 2009-present
36841,Side Effectz,Brazil,Active,1997,Thrash/Death Metal/Grindcore,Death| Vengeance,1997-present
36842,Sidharia,Bolivia,Active,2010,Metalcore (early)| Death Metal/Deathcore (Later),N/A,2010-present
36843,Silence Dead,Russia,Active,2000,Melodic Death Metal (early)| Metalcore (later),N/A,2000-present
36844,Silent Civilian,United States,Active,2005,Melodic Death/Groove Metal/Metalcore,Politics| Social Issues| Anti-Fascism| Anti-War,2005-present
36845,Silent Descent,United Kingdom,Active,2004,Melodic Death Metal/Metalcore with Trance elements,Sadness| Despair,2004-present
36846,Silent Slander,Switzerland,Active,2008,Thrash/Death Metal/Metalcore,N/A,2008-present
36847,Sin Driven Tide,Italy,Active,2003,Heavy Metal with Death/Gothic elements,N/A,2003-present
36848,Sinful Bliss,United States,Changed name,2003,Death Metal/Metalcore with Thrash Elements,N/A,2003-?| ?-present (as The Harpe Trade)
36849,Sinister Sadist,United States,Active,N/A,Death/Thrash Metal/Grindcore,N/A,N/A
36850,Skaven,United States,Split-up,1995,Blackened Doom/Death Metal/Crust,Misanthropy| Apocalyptic Themes,1995-1997
36851,Skilfingar,Germany,Split-up,2003,Viking Metal with Black/Death Influences,N/A,2003-2010
36852,Skincrawler,United States,Unknown,2008,Death/Black Metal with Punk Influences,Horror Movies| Evil| Darkness,2008-?
36853,Sklerotikz,Greece,Active,2005,Death/Experimental Post-Metal,Instrumental,2004-2005 (as Uncanny)| 2005-present
36854,Skodag,United States,Changed name,2003,Black/Death Metal/Grindcore,N/A,2003-2006| 2006-present (as Salt This Earth)
36855,Skon,Slovakia,Unknown,2007,Doom/Death Metal| Depressive Rock,Despair| Sorrow| Bleakness,2003-2006 (as Carpathia)| 2007-?
36856,Skullshifter,United States,Active,2002,Death/Thrash Metal with Industrial influences,N/A,2002-present
36857,Skuz,United States,Active,2014,Death/Doom Metal/Grindcore,N/A,2014-present
36858,Slab,United Kingdom,Active,2005,Thrash/Death Metal/Crossover,N/A,2005-present
36859,Slaveyard,Germany,Active,N/A,Groove/Death Metal/Metalcore,N/A,N/A
36860,Sleuh,France,Split-up,2007,Death/Thrash Metal/Hardcore,N/A,2007-2011
36861,Slowdown,Italy,Unknown,2002,Thrash/Death Metal/Metalcore,N/A,2002-?
36862,Slug Shell,United States,Active,2008,Death/Thrash/Groove Metal/Hard Rock,N/A,2008-present
36863,Snag,United States,Split-up,N/A,Thrash/Death Metal/Crossover,Death| Gore| Religion,N/A
36864,Snuff,Ukraine,Split-up,2001,Hardcore (early)| Death Metal/Metalcore (later),Pain| Self-hatred,2001-2014
36865,So Far Gone,United States,Split-up,N/A,Thrash/Death Metal with Hardcore influences,N/A,N/A
36866,Social Disease,United States,Unknown,1980,Thrash/Death Metal/Crossover,N/A,1980-1992| 2007-?
36867,Society,Italy,Split-up,N/A,Death/Thrash Metal/Hardcore,N/A,N/A
36868,Sodomizing the Dead,United States,Active,2005,Brutal Death/Thrash Metal/Grindcore,Perversion| Zombies| Gore| Metal,2005-present
36869,Sodomy Squad,Australia,Active,2007,Thrash/Death Metal/Crossover,Gibberish| Sex| Metal| Beer,2007-present
36870,Soilent Green,United States,Active,1988,Sludge/Death Metal/Grindcore,Abusive/Dysfunctional relationships| Drugs| Hate,1988-present
36871,Sokushinbutsu,United States,Active,N/A,Grindcore/Death Metal/Crust,N/A,N/A
36872,Soldered Poon,International,Active,2003,Grindcore (early)| Death Metal with Groove Influences (later),Horror| Misogyny| Gore,2003-present
36873,Solidity,Hungary,Active,2012,Progressive/Melodic Death/Thrash Metal,N/A,2012-present
36874,Solinkor,Serbia,Split-up,2003,Death/Thrash Metal/Grindcore,N/A,2003-?
36875,Solipsism,Puerto Rico,Unknown,2004,Melodic Death/Thrash Metal/Grindcore,N/A,2004-?
36876,Solipsist,United States,Active,2006,Death/Thrash/Groove Metal/Metalcore,N/A,2006-present
36877,Solitary Confinement,Germany,Changed name,1987,Thrash/Death Metal/Hardcore,Social themes,1987-1989 (as Dead Dustbins)
36878,Son of Dog,United States,Split-up,1992,Thrash/Death Metal/Crossover,N/A,1992 (as Forsaken)| 1992-?
36879,Sonata Antartika,Greece,Active,2012,Melodic Death/Power Metal/Metalcore,Comedy| Parody,2012-present
36880,Sorrows Lament,Sweden,On hold,2001,Gothic/Melodic Black/Death Metal,N/A,2001-?
36881,Soulset,Finland,Split-up,1994,Death/Thrash Metal with Hardcore Influences,N/A,1994-?
36882,Soulstream,Finland,Split-up,2000,Avant-garde Black/Death Metal,N/A,2000-?
36883,Southern Flame,United States,Active,2005,Southern Metal/Death 'n' Roll,War| Personal Struggle,2005-present
36884,Spectres,United States,Active,2014,Progressive/Melodic Death/Thrash Metal,N/A,2014-present
36885,Spewtilator,United States,Active,2007,Thrash/Death Metal/Grindcore,Weed| Death| Horror| Snacks,2007-present
36886,Spirit Disease,Finland,Active,2002,Thrash/Death Metal/Grindcore,Death| Hate| Violence,2002-2015| 2016-present
36887,Splatter,Canada,Split-up,2002,Thrash/Death Metal/Grindcore,N/A,2002-2008
36888,Spring Break!,United States,Active,2003,Thrash/Death Metal/Grindcore,Beer| Babes| Metal| Poser Control| Street Smarts,2003-present
36889,Stand Aside,United Kingdom,Split-up,2002,Death/Black Metal with Metalcore Influences,Horror| Fantasy,2002-2006
36890,StarGazer,Australia,Active,1995,Avant-garde Black/Death Metal,Mysticism| Esoterica| Magick,1995-present
36891,Starkill,United States,Active,2012,Symphonic/Melodic Death/Power Metal,Fantasy| Battle| War,2008-2010 (as Ballistika)| 2010-2012 (as Massakren)| 2012-present
36892,Stencher,Croatia,Active,2011,Grindcore/Death Metal/Crust,N/A,2011-present
36893,Stomata,United States,Active,2005,Death/Thrash Metal/Metalcore,N/A,2005-present
36894,Stormcrow,United States,Split-up,2003,Crust/Death Metal/Grindcore,Hatred & Disgust For Mankind / Extinction,2003-2010
36895,Straightout,Indonesia,Active,1998,Melodic Death/Black Metal/Metalcore,N/A,1998-present
36896,Strapping Young Lad,Canada,Split-up,1994,Death/Thrash Metal with Industrial Influences,Anger| Emotions| Violence| Humour,1994-1998| 2002-2007
36897,Subservience,United Kingdom,Active,2010,Death/Thrash Metal/Metalcore,N/A,2010-present
36898,Subtenebras,Chile,Split-up,1999,Doom/Death with Black Metal Influences,Death| Life| Fantasy| History,1999-?
36899,Suffering Sight,Belgium,Split-up,2007,Death/Thrash Metal/Metalcore,N/A,2007-?
36900,Suffocating Sight,Germany,Split-up,2009,Melodic Thrash/Death Metal/Metalcore,N/A,2009-2012
36901,Suicide Nation,United States,Split-up,1997,Black/Death Metal/Crust,Anarchy| Death,1997-?
36902,Suicide Pandemic,United States,Active,2010,Black/Death Metal/Grindcore,Stories| Philosophy| Death,2010-2015| 2015-2016 (as Aegis)| 2016-present
36903,Sulphur-Feast,Portugal,Split-up,2006,Black/Death Metal/Grindcore,N/A,2006-?
36904,Summit,United States,Active,2009,Thrash/Death Metal/Crossover,N/A,2009-present
36905,Survive,Japan,Active,1998,Thrash/Death Metal/Metalcore,N/A,1998-present
36906,Svart Skalle,Mexico,Split-up,2002,Avant-garde Doom/Death Metal,Mexico City,2002-2007
36907,Syringe,Germany,Split-up,1992,Thrash/Death Metal with Hardcore influences,N/A,1992-?
36908,Sáwol,Finland,Active,2005,Atmospheric Doom/Death Metal with Alternative influences,Personal struggles| Christianity,2005-present
36909,Take the Trash Out,Germany,Active,2006,Thrash/Death Metal/Metalcore,N/A,2006-present
36910,Tamriel,United Kingdom,Unknown,N/A,Technical/Progressive Death Metal/Deathcore,The Elder Scrolls,N/A
36911,Tankrust,France,Active,2010,Thrash/Death Metal/Hardcore,N/A,2006-2010 (as Eleusis)| 2010-present
36912,Tao Menizoo,France,Active,1994,Death/Thrash Metal with industrial elements,N/A,1994-present
36913,Tears of the Sun,Ukraine,Split-up,2005,Doom/Death Metal| Funeral Doom,Life| Love| Despair| Nature,2005-?
36914,Tellus Terror,Brazil,Active,2012,Death Metal/Deathcore with Various Influences,Space| Life and death| History| Aliens| Suffering| Human knowledge,2012-present
36915,Temblad,United States,Active,2011,Death/Thrash Metal/Grindcore,N/A,2011-present
36916,Temple of Dagon,United States,Active,2009,Death/Thrash Metal/Crust,H.P. Lovecraft mythology,2009-present
36917,Tenebrium,United States,Active,2004,Symphonic/Progressive Death/Black Metal,Conceptual| Nature| Death,2004-present
36918,Termination Force,United States,Active,2007,Death/Thrash Metal/Grindcore,Gore| Violence| Death,2000-2007 (as Crusher)| 2007-present
36919,Terminator,United States,Active,2006,Death/Thrash Metal/Grindcore,N/A,2006-present
36920,Terrible Headache,Germany,Active,1990,Punk (early)| Death/Thrash Metal (later),N/A,1990-1999| 2015-present
36921,Territory,Slovakia,Unknown,N/A,Thrash/Melodic Death Metal| RAC,White Nationalism,N/A
36922,Terror Mosh,Brazil,Active,2009,Death/Thrash Metal/Grindcore,N/A,2009-present
36923,Test,Brazil,Active,2010,Grindcore/Death Metal/Crustcore,Personal| Social| Abstract| Surreal,2010-present
36924,The Anti Doctrine,Germany,Split-up,2004,Technical Death/Thrash Metal/Metalcore,N/A,2001-2004 (as Straight)| 2004-2008
36925,The Arcane Oasis,United States,Split-up,2010,Progressive/Melodic Death Metal/Deathcore,Science Fiction| Mythology| Horror,2010-2011
